"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","21"
"/Game/Props/Mats/lambert1.lambert1","0","21","21","1","20.615227","0","0"
"/Game/Props/Textures/Long_chair_2_top__1__Mat.Long_chair_2_top__1__Mat","0","21","21","1","21.952991","0","0"
"/Game/Props/Mats/SilverShinier.SilverShinier","0","43","45","1","35.447716","0","0"
"/Game/Props/Mats/Silver.Silver","0","43","45","1","34.836815","0","0"
"/Game/Props/Mats/small_shelves.small_shelves","0","21","21","1","20.630642","0","0"
"/Game/Props/Mats/GlossyWhite.GlossyWhite","0","21","21","1","17.218750","0","0"
"/Game/Props/Mats/Black.Black","0","43","45","1","31.406694","0","0"
"/Game/Props/Mats/Gray.Gray","0","26","27","1","19.306345","0","0"
"/Game/Props/Mats/White.White","0","21","21","1","19.185453","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/Props/Mats/lambert2.lambert2","0","21","21","1","15.170709","0","0"
"/Game/Props/Mats/blinn1.blinn1","0","21","21","1","15.668138","0","0"
"/Game/Props/Mats/DarkGray.DarkGray","0","21","21","1","18.833002","0","0"
"/Game/Props/Mats/M_GlassRed.M_GlassRed","0","42","42","1","126.948311","0","0"
"/Game/Props/Mats/M_GlassFrostedRed.M_GlassFrostedRed","0","42","42","1","118.494431","0","0"
"/Game/StarterContent/Materials/MonitorBlack.MonitorBlack","0","21","21","1","16.329435","0","0"
"/Game/Props/Mats/typeBlinn1.typeBlinn1","0","21","21","1","15.569626","0","0"
"/Game/Props/Mats/Red.Red","0","33","33","1","21.276361","0","0"
"/Game/Props/Mats/Light.Light","0","43","45","1","30.291489","0","0"
"/Game/Props/Mats/Blue.Blue","0","33","33","1","22.950413","0","0"
"/Game/Props/Textures/Carpet_Floor_Toilet_Entrance_Mat.Carpet_Floor_Toilet_Entrance_Mat","0","26","27","1","20.613743","0","0"
"/Game/Props/Textures/Chair_Classroom_Professor_Mat.Chair_Classroom_Professor_Mat","0","21","21","1","16.589842","0","0"
"/Game/Props/Mats/OffWhite.OffWhite","0","21","21","1","16.517504","0","0"
"/Game/Props/Mats/M_GlassFrosted.M_GlassFrosted","0","42","42","1","117.857559","0","0"
"/Game/Props/PictureStuff/Images_iMedia_in_Puerto_Rico_V_Mat.Images_iMedia_in_Puerto_Rico_V_Mat","0","21","21","1","15.879075","0","0"
"/Game/Props/PictureStuff/Images_iMedia_in_Puerto_Rico_Mat.Images_iMedia_in_Puerto_Rico_Mat","0","21","21","1","16.021517","0","0"
"/Game/Props/PictureStuff/Images_iMedia_in_Puerto_Rico4_Mat.Images_iMedia_in_Puerto_Rico4_Mat","0","21","21","1","15.862398","0","0"
"/Game/Props/PictureStuff/Images_iMedia_in_Puerto_Rico3_Mat.Images_iMedia_in_Puerto_Rico3_Mat","0","21","21","1","17.639357","0","0"
"/Game/Props/PictureStuff/Images_iMedia_in_Puerto_Rico2_Mat.Images_iMedia_in_Puerto_Rico2_Mat","0","21","21","1","17.154654","0","0"
"/Game/Props/Mats/Brown.Brown","0","21","21","1","14.677075","0","0"
"/Game/Props/Textures/microwave2_Mat.microwave2_Mat","0","21","21","1","17.948225","0","0"
"/Game/Props/Textures/Chair_with_tiny_table_seat_Mat.Chair_with_tiny_table_seat_Mat","0","21","21","1","16.201002","0","0"
"/Game/Props/Textures/Chair_with_tiny_table_top_1_Mat.Chair_with_tiny_table_top_1_Mat","0","21","21","1","15.412137","0","0"
"/Game/Props/Textures/Long_chair_top_Mat.Long_chair_top_Mat","0","21","21","1","17.823225","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/Props/Textures/Carpet_Floor_Classroom_Mat.Carpet_Floor_Classroom_Mat","0","21","21","1","15.350976","0","0"
"/Game/Props/Mats/RedShiny.RedShiny","0","33","33","1","22.499147","0","0"
"/Game/Props/Mats/pasted__phong5.pasted__phong5","0","21","21","1","19.088541","0","0"
"/Game/Props/Textures/Carpet_Floor_Lobby_Mat.Carpet_Floor_Lobby_Mat","0","21","21","1","16.377607","0","0"
"/Game/Props/Textures/Couch_Lobby_Bottom_Mat.Couch_Lobby_Bottom_Mat","0","21","21","1","17.540260","0","0"
"/Game/Props/Textures/Couch_Lobby_Top_Mat.Couch_Lobby_Top_Mat","0","21","21","1","15.448255","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/Props/Textures/Chair_Classroom_Students_Seat_Mat.Chair_Classroom_Students_Seat_Mat","0","21","21","1","15.797985","0","0"
"/Game/Props/Textures/Chair_Classroom_Students_Back_Mat.Chair_Classroom_Students_Back_Mat","0","21","21","1","16.893648","0","0"
"/Game/Props/Textures/Chair_Classroom2_Students_Mat.Chair_Classroom2_Students_Mat","0","21","21","1","15.661168","0","0"
"/Game/Props/Capstones/Mats/blinn34.blinn34","0","12","12","1","9.957855","0","0"
"/Game/Props/Capstones/Mats/blinn35.blinn35","0","12","12","1","8.628952","0","0"
"/Game/Props/Capstones/Mats/blinn36.blinn36","0","12","12","1","7.836561","0","0"
"/Game/Props/Capstones/Mats/blinn37.blinn37","0","12","12","1","8.208694","0","0"
"/Game/Props/Capstones/Mats/blinn38.blinn38","0","12","12","1","9.810876","0","0"
"/Game/Props/Capstones/Mats/blinn39.blinn39","0","12","12","1","8.966873","0","0"
"/Game/Props/Capstones/Mats/blinn4.blinn4","0","12","12","1","10.659278","0","0"
"/Game/Props/Capstones/Mats/blinn5.blinn5","0","12","12","1","8.360098","0","0"
"/Game/Props/Capstones/Mats/blinn6.blinn6","0","12","12","1","7.454391","0","0"
"/Game/Props/Capstones/Mats/blinn7.blinn7","0","12","12","1","7.414869","0","0"
"/Game/Props/Capstones/Mats/blinn8.blinn8","0","12","12","1","8.447753","0","0"
"/Game/Props/Capstones/Mats/blinn9.blinn9","0","12","12","1","9.357129","0","0"
"/Game/Props/Capstones/Mats/lambert1.lambert1","0","12","12","1","9.701889","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn10.pasted__blinn10","0","12","12","1","7.604836","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn11.pasted__blinn11","0","12","12","1","7.349212","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn12.pasted__blinn12","0","12","12","1","9.055589","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn13.pasted__blinn13","0","12","12","1","10.229040","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn14.pasted__blinn14","0","12","12","1","8.214708","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn15.pasted__blinn15","0","12","12","1","8.856408","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn16.pasted__blinn16","0","12","12","1","8.756845","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn17.pasted__blinn17","0","12","12","1","8.782063","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn18.pasted__blinn18","0","12","12","1","9.540984","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn19.pasted__blinn19","0","12","12","1","8.640361","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn20.pasted__blinn20","0","12","12","1","7.988041","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn21.pasted__blinn21","0","12","12","1","9.256416","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn22.pasted__blinn22","0","12","12","1","8.958100","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn23.pasted__blinn23","0","12","12","1","9.624229","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn24.pasted__blinn24","0","12","12","1","8.168136","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn25.pasted__blinn25","0","12","12","1","9.004142","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn26.pasted__blinn26","0","12","12","1","9.994580","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn27.pasted__blinn27","0","12","12","1","8.483138","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn28.pasted__blinn28","0","12","12","1","9.365223","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn29.pasted__blinn29","0","12","12","1","9.663733","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn3.pasted__blinn3","0","12","12","1","9.394258","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn30.pasted__blinn30","0","12","12","1","8.095108","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn31.pasted__blinn31","0","12","12","1","10.204054","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn32.pasted__blinn32","0","12","12","1","8.166715","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn33.pasted__blinn33","0","12","12","1","9.835844","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn34.pasted__blinn34","0","12","12","1","8.925734","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn35.pasted__blinn35","0","12","12","1","7.321545","0","0"
"/Game/Props/Capstones/Mats/blinn33.blinn33","0","12","12","1","7.297660","0","0"
"/Game/Props/Capstones/Mats/blinn31.blinn31","0","12","12","1","9.213829","0","0"
"/Game/Props/Capstones/Mats/blinn32.blinn32","0","12","12","1","11.163993","0","0"
"/Game/Props/Capstones/Mats/blinn30.blinn30","0","12","12","1","8.764611","0","0"
"/Game/Props/Capstones/Mats/blinn29.blinn29","0","12","12","1","9.668723","0","0"
"/Game/Props/Capstones/Mats/blinn28.blinn28","0","12","12","1","8.246896","0","0"
"/Game/Props/Capstones/Mats/blinn27.blinn27","0","12","12","1","8.173608","0","0"
"/Game/Props/Capstones/Mats/blinn26.blinn26","0","12","12","1","8.567213","0","0"
"/Game/Props/Capstones/Mats/blinn25.blinn25","0","12","12","1","9.026519","0","0"
"/Game/Props/Capstones/Mats/blinn24.blinn24","0","12","12","1","8.999657","0","0"
"/Game/Props/Capstones/Mats/blinn23.blinn23","0","12","12","1","9.998013","0","0"
"/Game/Props/Capstones/Mats/blinn22.blinn22","0","12","12","1","8.245621","0","0"
"/Game/Props/Capstones/Mats/blinn21.blinn21","0","12","12","1","8.677588","0","0"
"/Game/Props/Capstones/Mats/blinn20.blinn20","0","12","12","1","10.477367","0","0"
"/Game/Props/Capstones/Mats/blinn2.blinn2","0","12","12","1","8.391312","0","0"
"/Game/Props/Capstones/Mats/blinn19.blinn19","0","12","12","1","11.239362","0","0"
"/Game/Props/Capstones/Mats/blinn18.blinn18","0","12","12","1","8.728154","0","0"
"/Game/Props/Capstones/Mats/blinn17.blinn17","0","12","12","1","10.876704","0","0"
"/Game/Materials/Long_Mat.Long_Mat","0","21","21","1","15.099096","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/Props/Capstones/Mats/blinn51.blinn51","0","12","12","1","7.198287","0","0"
"/Game/Props/Mats/blinn10.blinn10","0","12","12","1","7.979849","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/Props/Uncolored/standardSurface2.standardSurface2","0","12","12","1","8.330644","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/Props/Mats/pasted__pasted__phong4.pasted__pasted__phong4","0","12","12","1","9.907228","0","0"
"/Game/Props/Mats/pasted__pasted__phong3.pasted__pasted__phong3","0","12","12","1","9.846713","0","0"
"/Game/Props/Capstones/Mats/blinn16.blinn16","0","12","12","1","9.185647","0","0"
"/Game/Props/Capstones/Mats/blinn70.blinn70","0","12","12","1","9.544936","0","0"
"/Game/Props/Capstones/Mats/blinn59.blinn59","0","12","12","1","8.589672","0","0"
"/Game/Props/Capstones/Mats/lambert2.lambert2","0","12","12","1","9.264917","0","0"
"/Game/Props/Capstones/Mats/blinn53.blinn53","0","12","12","1","8.359791","0","0"
"/Game/Props/Uncolored/lambert2.lambert2","0","12","12","1","7.848085","0","0"
"/Game/Props/Capstones/Mats/blinn15.blinn15","0","12","12","1","9.522735","0","0"
"/Game/Props/Capstones/Mats/blinn14.blinn14","0","12","12","1","9.265378","0","0"
"/Game/Props/Capstones/Mats/blinn13.blinn13","0","12","12","1","9.813533","0","0"
"/Game/Props/Capstones/Mats/blinn3.blinn3","0","12","12","1","10.830378","0","0"
"/Game/Props/Mats/pasted__standardSurface6.pasted__standardSurface6","0","12","12","1","8.440672","0","0"
"/Game/Props/Capstones/Mats/blinn12.blinn12","0","12","12","1","7.844276","0","0"
"/Game/Props/Capstones/Mats/blinn11.blinn11","0","12","12","1","8.273851","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/Props/Uncolored/lambert1.lambert1","0","12","12","1","8.152256","0","0"
"/Game/Props/Mats/pasted__pasted__pasted__phong1.pasted__pasted__pasted__phong1","0","12","12","1","8.427348","0","0"
"/Game/Props/Capstones/Mats/blinn10.blinn10","0","12","12","1","8.050444","0","0"
"/Game/Props/Capstones/Mats/blinn1.blinn1","0","12","12","1","7.209951","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn36.pasted__blinn36","0","12","12","1","9.111687","0","0"
"/Game/Props/Mats/pasted__text_pull.pasted__text_pull","0","12","12","1","7.934912","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn37.pasted__blinn37","0","12","12","1","8.967669","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn38.pasted__blinn38","0","12","12","1","9.925144","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn42.pasted__blinn42","0","12","12","1","8.765484","0","0"
"/Game/Props/Capstones/Mats/blinn47.blinn47","0","12","12","1","9.229681","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn39.pasted__blinn39","0","12","12","1","8.814431","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn4.pasted__blinn4","0","12","12","1","7.530867","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/Props/Uncolored/handle.handle","0","12","12","1","9.917378","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn40.pasted__blinn40","0","12","12","1","8.608871","0","0"
"/Game/Props/Capstones/Mats/blinn67.blinn67","0","12","12","1","9.187788","0","0"
"/Game/Props/Capstones/Mats/blinn58.blinn58","0","12","12","1","7.941731","0","0"
"/Game/Props/Capstones/Mats/blinn65.blinn65","0","12","12","1","9.363180","0","0"
"/Game/Props/Capstones/Mats/blinn64.blinn64","0","12","12","1","9.708736","0","0"
"/Game/Props/Capstones/Mats/blinn62.blinn62","0","12","12","1","8.731668","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn44.pasted__blinn44","0","12","12","1","7.838360","0","0"
"/Game/Props/Mats/pasted__standardSurface5.pasted__standardSurface5","0","12","12","1","9.615268","0","0"
"/Game/Props/Capstones/Mats/lambert6.lambert6","0","12","12","1","7.879693","0","0"
"/Game/Props/Mats/pasted__whiteboard.pasted__whiteboard","0","12","12","1","9.167460","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn41.pasted__blinn41","0","12","12","1","7.955517","0","0"
"/Game/Props/Mats/pasted__pasted__lambert2.pasted__pasted__lambert2","0","12","12","1","8.694774","0","0"
"/Game/Props/Textures/Round_Chair_Red_Mat.Round_Chair_Red_Mat","0","21","21","1","14.957626","0","0"
"/Game/Props/Capstones/Mats/blinn76.blinn76","0","12","12","1","8.707595","0","0"
"/Game/Props/Mats/pasted__lambert2.pasted__lambert2","0","12","12","1","8.662047","0","0"
"/Game/Props/Mats/lambert10.lambert10","0","12","12","1","9.083158","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn5.pasted__blinn5","0","12","12","1","10.669888","0","0"
"/Game/Props/Capstones/Mats/blinn60.blinn60","0","12","12","1","7.994977","0","0"
"/Game/Props/Mats/pasted__pasted__pasted__phong3.pasted__pasted__pasted__phong3","0","12","12","1","8.768517","0","0"
"/Game/Props/Mats/pasted__pasted__pasted__phong2.pasted__pasted__pasted__phong2","0","12","12","1","9.290815","0","0"
"/Game/Props/Mats/phong1.phong1","0","12","12","1","7.628471","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn6.pasted__blinn6","0","12","12","1","9.752860","0","0"
"/Game/Props/Mats/M_GlassGreen.M_GlassGreen","0","42","42","1","117.278267","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn7.pasted__blinn7","0","12","12","1","8.292419","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn8.pasted__blinn8","0","12","12","1","9.398494","0","0"
"/Game/Props/Capstones/Mats/pasted__blinn9.pasted__blinn9","0","12","12","1","8.977679","0","0"
"/Game/Props/Capstones/Mats/blinn46.blinn46","0","12","12","1","10.509727","0","0"
